Longitude;Latitude;Accuracy;Provider;1354378875238
13.367434870451689;52.53131367266178;5.0;gps;1354398845000
13.367447191849351;52.53130177035928;5.0;gps;1354398846000
13.367459597066045;52.53129418473691;5.0;gps;1354398847000
13.367470409721136;52.53128689248115;5.0;gps;1354398848000
13.367478707805276;52.53127444535494;5.0;gps;1354398849000
13.367486000061035;52.53126681782305;5.0;gps;1354398850000
13.367492454126477;52.531259190291166;5.0;gps;1354398851000
13.367499997839332;52.531252107582986;5.0;gps;1354398852000
13.367505026981235;52.53124506678432;5.0;gps;1354398853000
13.367510391399264;52.53123831935227;5.0;gps;1354398854000
13.36751751601696;52.531225914135575;5.0;gps;1354398855000
13.36752774193883;52.53121514339;5.0;gps;1354398856000
13.367534028366208;52.531204959377646;5.0;gps;1354398857000
13.36754291318357;52.531195320189;5.0;gps;1354398858000
13.367550456896424;52.53118861466646;5.0;gps;1354398859000
13.367563784122467;52.531182621605694;5.0;gps;1354398860000
13.367591528221965;52.53117164131254;5.0;gps;1354398861000
13.367603179067373;52.531156302429736;5.0;gps;1354398862000
13.367607621476054;52.531143142841756;5.0;gps;1354398863000
13.36762304417789;52.531131114810705;5.0;gps;1354398864000
13.367633186280727;52.531120805069804;5.0;gps;1354398865000
13.367639221251011;52.53110513091087;5.0;gps;1354398866000
13.367647603154182;52.53109301906079;5.0;gps;1354398867000
13.367655482143164;52.531083966605365;5.0;gps;1354398868000
13.367663025856018;52.531074872240424;5.0;gps;1354398869000
13.36767048574984;52.531065819785;5.0;gps;1354398870000
13.367679370567203;52.531059072352946;5.0;gps;1354398871000
13.367688423022628;52.53105144482106;5.0;gps;1354398872000
13.367696972563863;52.531043901108205;5.0;gps;1354398873000
13.367708791047335;52.531035519205034;5.0;gps;1354398874000
13.367713568732142;52.53103032242507;5.0;gps;1354398875000
13.367715664207935;52.531026173383;5.0;gps;1354398876000
13.36772027425468;52.53102055750787;5.0;gps;1354398877000
13.36773058399558;52.53101410344243;5.0;gps;1354398878000
13.367743659764528;52.531008194200695;5.0;gps;1354398879000
13.367751371115446;52.53100358415395;5.0;gps;1354398880000
13.367758579552174;52.53099813591689;5.0;gps;1354398881000
13.36776771582663;52.530993316322565;5.0;gps;1354398882000
13.367775594815612;52.530989167280495;5.0;gps;1354398883000
13.367780204862356;52.530984221957624;5.0;gps;1354398884000
13.36778573691845;52.53097827080637;5.0;gps;1354398885000
13.367794370278716;52.530970685184;5.0;gps;1354398886000
13.36780484765768;52.53096050117165;5.0;gps;1354398887000
13.36781507357955;52.53094914369285;5.0;gps;1354398888000
13.367824293673038;52.530936654657125;5.0;gps;1354398889000
13.367831753566861;52.53092538099736;5.0;gps;1354398890000
13.36783611215651;52.53091557417065;5.0;gps;1354398891000
13.367844326421618;52.53090601880103;5.0;gps;1354398892000
13.367858408018947;52.53089269157499;5.0;gps;1354398893000
13.36787424981594;52.53087965771556;5.0;gps;1354398894000
13.367889001965523;52.53086637239903;5.0;gps;1354398895000
13.367904843762517;52.53085241653025;5.0;gps;1354398896000
13.367925798520446;52.53084152005613;5.0;gps;1354398897000
13.367941388860345;52.5308316713199;5.0;gps;1354398898000
13.367955973371863;52.53082634881139;5.0;gps;1354398899000
13.367971312254667;52.530821822583675;5.0;gps;1354398900000
13.367991428822279;52.530815745703876;5.0;gps;1354398901000
13.36800710298121;52.530811093747616;5.0;gps;1354398902000
13.368019592016935;52.53080438822508;5.0;gps;1354398903000
13.368026465177536;52.530799275264144;5.0;gps;1354398904000
13.368036774918437;52.53079223446548;5.0;gps;1354398905000
13.36804666556418;52.53078481648117;5.0;gps;1354398906000
13.368058735504746;52.530772746540606;5.0;gps;1354398907000
13.36807164363563;52.53076252061874;5.0;gps;1354398908000
13.368083210662007;52.53075388725847;5.0;gps;1354398909000
13.368093855679035;52.530744625255466;5.0;gps;1354398910000
13.368104919791222;52.530733896419406;5.0;gps;1354398911000
13.368114978075027;52.530725011602044;5.0;gps;1354398912000
13.368125287815928;52.53071554005146;5.0;gps;1354398913000
13.368134759366512;52.53070564940572;5.0;gps;1354398914000
13.368145488202572;52.53069533966482;5.0;gps;1354398915000
13.368155797943473;52.53068515565246;5.0;gps;1354398916000
13.368166778236628;52.53067513927817;5.0;gps;1354398917000
13.36817423813045;52.530666631646454;5.0;gps;1354398918000
13.368182200938463;52.53065586090088;5.0;gps;1354398919000
13.368193013593554;52.530644461512566;5.0;gps;1354398920000
13.36820357479155;52.530636163428426;5.0;gps;1354398921000
13.368214722722769;52.53062769770622;5.0;gps;1354398922000
13.368224613368511;52.53061889670789;5.0;gps;1354398923000
13.368232995271683;52.53060917370021;5.0;gps;1354398924000
13.368243221193552;52.53059919923544;5.0;gps;1354398925000
13.36825042963028;52.53059039823711;5.0;gps;1354398926000
13.36825244128704;52.53058159723878;5.0;gps;1354398927000
13.368256464600563;52.53057560417801;5.0;gps;1354398928000
13.368263840675354;52.53056814428419;5.0;gps;1354398929000
13.368274150416255;52.530559594742954;5.0;gps;1354398930000
13.368284460157156;52.53055083565414;5.0;gps;1354398931000
13.368291920050979;52.53054404631257;5.0;gps;1354398932000
13.368304576724768;52.530535412952304;5.0;gps;1354398933000
13.368316311389208;52.53052434884012;5.0;gps;1354398934000
13.368329806253314;52.530513242818415;5.0;gps;1354398935000
13.368334416300058;52.5305036874488;5.0;gps;1354398936000
13.368341205641627;52.53049333579838;5.0;gps;1354398937000
13.368349336087704;52.530484911985695;5.0;gps;1354398938000
13.368351263925433;52.530476110987365;5.0;gps;1354398939000
13.368354197591543;52.530467729084194;5.0;gps;1354398940000
13.368359059095383;52.53045985009521;5.0;gps;1354398941000
13.368366183713078;52.53045125864446;5.0;gps;1354398942000
13.368374314159155;52.53044015262276;5.0;gps;1354398943000
13.36838386952877;52.530428459867835;5.0;gps;1354398944000
13.368392754346132;52.53041685093194;5.0;gps;1354398945000
13.368399208411574;52.530407505109906;5.0;gps;1354398946000
13.368408847600222;52.53039958421141;5.0;gps;1354398947000
13.368417900055647;52.5303913699463;5.0;gps;1354398948000
13.368426617234945;52.53038277849555;5.0;gps;1354398949000
13.368438016623259;52.53037163056433;5.0;gps;1354398950000
13.368453606963158;52.53035897389054;5.0;gps;1354398951000
13.368468191474676;52.530348538421094;5.0;gps;1354398952000
13.368485625833273;52.530335588380694;5.0;gps;1354398953000
13.368497779592872;52.53032905049622;5.0;gps;1354398954000
13.368501719087362;52.53032498527318;5.0;gps;1354398955000
13.368509262800217;52.530318992212415;5.0;gps;1354398956000
13.368514375761151;52.53031400498003;5.0;gps;1354398957000
13.368520075455308;52.530308640562;5.0;gps;1354398958000
13.368530971929431;52.53030164167285;5.0;gps;1354398959000
13.368547149002552;52.53029020037502;5.0;gps;1354398960000
13.368559051305056;52.53027674742043;5.0;gps;1354398961000
13.368565421551466;52.53026664722711;5.0;gps;1354398962000
13.368573635816574;52.530255247838795;5.0;gps;1354398963000
13.368579084053636;52.53024447709322;5.0;gps;1354398964000
13.368585119023919;52.530233999714255;5.0;gps;1354398965000
13.368596518412232;52.5302238157019;5.0;gps;1354398966000
13.368608755990863;52.53021250013262;5.0;gps;1354398967000
13.368616215884686;52.53020231612027;5.0;gps;1354398968000
13.368624430149794;52.53019380848855;5.0;gps;1354398969000
13.368631470948458;52.530183917842805;5.0;gps;1354398970000
13.36863842792809;52.530171889811754;5.0;gps;1354398971000
13.368645804002881;52.53016271162778;5.0;gps;1354398972000
13.368649827316403;52.530151437968016;5.0;gps;1354398973000
13.368655191734433;52.530139200389385;5.0;gps;1354398974000
13.368664244189858;52.53012591507286;5.0;gps;1354398975000
13.368673967197537;52.53011627588421;5.0;gps;1354398976000
13.368684947490692;52.530104792676866;5.0;gps;1354398977000
13.368696263059974;52.53009268082678;5.0;gps;1354398978000
13.368703722953796;52.53008165862411;5.0;gps;1354398979000
13.368709003552794;52.53006820566952;5.0;gps;1354398980000
13.36872149258852;52.53005550708622;5.0;gps;1354398981000
13.368730964139104;52.53004502970725;5.0;gps;1354398982000
13.368739513680339;52.530036522075534;5.0;gps;1354398983000
13.368747811764479;52.53002667333931;5.0;gps;1354398984000
13.368753930553794;52.53001736942679;5.0;gps;1354398985000
13.368762144818902;52.53001217264682;5.0;gps;1354398986000
13.36877278983593;52.530006347224116;5.0;gps;1354398987000
13.368782680481672;52.52999779768288;5.0;gps;1354398988000
13.368789972737432;52.5299856858328;5.0;gps;1354398989000
13.36880405433476;52.52997675910592;5.0;gps;1354398990000
13.36881679482758;52.529963767156005;5.0;gps;1354398991000
13.368824506178498;52.52994712907821;5.0;gps;1354398992000
13.368835235014558;52.52993082627654;5.0;gps;1354398993000
13.368846885859966;52.529917038045824;5.0;gps;1354398994000
13.368856189772487;52.52990635111928;5.0;gps;1354398995000
13.36885828524828;52.529895580373704;5.0;gps;1354398996000
13.368866248056293;52.529887366108596;5.0;gps;1354398997000
13.36888032965362;52.52987743355334;5.0;gps;1354398998000
13.368891309946775;52.52986871637404;5.0;gps;1354398999000
13.368901703506708;52.529860460199416;5.0;gps;1354399000000
13.368911845609546;52.52985128201544;5.0;gps;1354399001000
13.368923244997859;52.52984189428389;5.0;gps;1354399002000
13.368930453434587;52.52983217127621;5.0;gps;1354399003000
13.36893992498517;52.52982265781611;5.0;gps;1354399004000
13.368951911106706;52.529811384156346;5.0;gps;1354399005000
13.368962975218892;52.5298006972298;5.0;gps;1354399006000
13.368972865864635;52.52978837583214;5.0;gps;1354399007000
13.368981331586838;52.529772534035146;5.0;gps;1354399008000
13.368996251374483;52.52975375857204;5.0;gps;1354399009000
13.369007734581828;52.52974298782647;5.0;gps;1354399010000
13.369018379598856;52.52973494119942;5.0;gps;1354399011000
13.369025252759457;52.52973054070026;5.0;gps;1354399012000
13.36903229355812;52.529725511558354;5.0;gps;1354399013000
13.369043190032244;52.52971897367388;5.0;gps;1354399014000
13.36905567906797;52.52971046604216;5.0;gps;1354399015000
13.369065653532743;52.52969730645418;5.0;gps;1354399016000
13.36907378397882;52.52968314103782;5.0;gps;1354399017000
13.369085770100355;52.52967052627355;5.0;gps;1354399018000
13.36909624747932;52.529661264270544;5.0;gps;1354399019000
13.36910261772573;52.5296548102051;5.0;gps;1354399020000
13.36910798214376;52.52964705694467;5.0;gps;1354399021000
13.369115442037582;52.52964056096971;5.0;gps;1354399022000
13.369120806455612;52.52963402308524;5.0;gps;1354399023000
13.369127679616213;52.52962589263916;5.0;gps;1354399024000
13.36913539096713;52.529614199884236;5.0;gps;1354399025000
13.36914368905127;52.529600537382066;5.0;gps;1354399026000
13.36915148422122;52.52958809025586;5.0;gps;1354399027000
13.369161626324058;52.52957442775369;5.0;gps;1354399028000
13.369174618273973;52.529559968970716;5.0;gps;1354399029000
13.369187694042921;52.52954756375402;5.0;gps;1354399030000
13.36920135654509;52.52953888848424;5.0;gps;1354399031000
13.369217365980148;52.52952903974801;5.0;gps;1354399032000
13.369232537224889;52.529519400559366;5.0;gps;1354399033000
13.369241086766124;52.52951114438474;5.0;gps;1354399034000
13.369247373193502;52.5295028463006;5.0;gps;1354399035000
13.369257431477308;52.529490776360035;5.0;gps;1354399036000
13.369268663227558;52.52947749104351;5.0;gps;1354399037000
13.369274698197842;52.52946835476905;5.0;gps;1354399038000
13.369280397891998;52.52945955377072;5.0;gps;1354399039000
13.369289366528392;52.52944790292531;5.0;gps;1354399040000
13.369295904412866;52.5294357072562;5.0;gps;1354399041000
13.369304286316037;52.52942078746855;5.0;gps;1354399042000
13.369313841685653;52.52940473612398;5.0;gps;1354399043000
13.369325073435903;52.52938956487924;5.0;gps;1354399044000
13.36933814920485;52.52937426790595;5.0;gps;1354399045000
13.369348961859941;52.52935888711363;5.0;gps;1354399046000
13.369355918839574;52.529348409734666;5.0;gps;1354399047000
13.369360025972128;52.52934036310762;5.0;gps;1354399048000
13.369371257722378;52.52932732924819;5.0;gps;1354399049000
13.36938600987196;52.529311277903616;5.0;gps;1354399050000
13.369401935487986;52.52929375972599;5.0;gps;1354399051000
13.369407299906015;52.529281941242516;5.0;gps;1354399052000
13.369421046227217;52.52926094457507;5.0;gps;1354399053000
13.369429679587483;52.52924598287791;5.0;gps;1354399054000
13.36943680420518;52.5292380200699;5.0;gps;1354399055000
13.369445772841573;52.52923018299043;5.0;gps;1354399056000
13.369452729821205;52.529225279577076;5.0;gps;1354399057000
13.369461866095662;52.5292153051123;5.0;gps;1354399058000
13.369468236342072;52.52920218743384;5.0;gps;1354399059000
13.369480138644576;52.52919460181147;5.0;gps;1354399060000
13.369487933814526;52.52918366342783;5.0;gps;1354399061000
13.369492376223207;52.529175113886595;5.0;gps;1354399062000
13.36950033903122;52.529165307059884;5.0;gps;1354399063000
13.369510481134057;52.529155290685594;5.0;gps;1354399064000
13.369520707055926;52.529143136925995;5.0;gps;1354399065000
13.369530346244574;52.52913244999945;5.0;gps;1354399066000
13.369535123929381;52.52912251744419;5.0;gps;1354399067000
13.369540823623538;52.52911002840847;5.0;gps;1354399068000
13.369547696784139;52.529096994549036;5.0;gps;1354399069000
13.36955607868731;52.52908706199378;5.0;gps;1354399070000
13.369560772553086;52.529081613756716;5.0;gps;1354399071000
13.369565466418862;52.5290739024058;5.0;gps;1354399072000
13.36956580169499;52.52906891517341;5.0;gps;1354399073000
13.369571082293987;52.529062209650874;5.0;gps;1354399074000
13.369579128921032;52.52905286382884;5.0;gps;1354399075000
13.369582230225205;52.529043895192444;5.0;gps;1354399076000
13.369586253538728;52.52903563901782;5.0;gps;1354399077000
13.369594383984804;52.52902650274336;5.0;gps;1354399078000
13.36959857493639;52.52901732455939;5.0;gps;1354399079000
13.369607292115688;52.52900542225689;5.0;gps;1354399080000
13.369615087285638;52.528993394225836;5.0;gps;1354399081000
13.369624307379127;52.528977426700294;5.0;gps;1354399082000
13.369634114205837;52.528962632641196;5.0;gps;1354399083000
13.369645597413182;52.52894876059145;5.0;gps;1354399084000
13.36965381167829;52.52893283497542;5.0;gps;1354399085000
13.369661439210176;52.52891950774938;5.0;gps;1354399086000
13.36966504342854;52.52891079057008;5.0;gps;1354399087000
13.369666803628206;52.52890320494771;5.0;gps;1354399088000
13.369669150561094;52.52889335621148;5.0;gps;1354399089000
13.36967283859849;52.52888245973736;5.0;gps;1354399090000
13.369681388139725;52.52887214999646;5.0;gps;1354399091000
13.369689099490643;52.52885676920414;5.0;gps;1354399092000
13.369687590748072;52.52884260378778;5.0;gps;1354399093000
13.36968893185258;52.52883514389396;5.0;gps;1354399094000
13.369687842205167;52.52882780972868;5.0;gps;1354399095000
13.369690775871277;52.52881770953536;5.0;gps;1354399096000
13.369688261300325;52.528805010952055;5.0;gps;1354399097000
13.369695469737053;52.52879809588194;5.0;gps;1354399098000
13.369701085612178;52.528790761716664;5.0;gps;1354399099000
13.369694296270609;52.52877336926758;5.0;gps;1354399100000
13.369686249643564;52.528749271295965;5.0;gps;1354399101000
13.369679963216186;52.52872936427593;5.0;gps;1354399102000
13.369681807234883;52.52871955744922;5.0;gps;1354399103000
13.369677113369107;52.52870711032301;5.0;gps;1354399104000
13.369672587141395;52.52869562711567;5.0;gps;1354399105000
13.369662864133716;52.5286888377741;5.0;gps;1354399106000
13.36966311559081;52.528687957674265;5.0;gps;1354399107000
13.36966311559081;52.528687957674265;5.0;gps;1354399108000
13.36966311559081;52.528687957674265;5.0;gps;1354399109000
13.36966311559081;52.528687957674265;5.0;gps;1354399110000
13.36966311559081;52.528687957674265;5.0;gps;1354399111000
13.36966311559081;52.528687957674265;5.0;gps;1354399112000
13.36966311559081;52.528687957674265;5.0;gps;1354399113000
13.36966311559081;52.528687957674265;5.0;gps;1354399114000
13.36966311559081;52.528687957674265;5.0;gps;1354399115000
13.36966311559081;52.528687957674265;5.0;gps;1354399116000
13.36966311559081;52.528687957674265;5.0;gps;1354399117000
13.36966311559081;52.528687957674265;5.0;gps;1354399118000
13.36966311559081;52.528687957674265;5.0;gps;1354399118000
13.36966311559081;52.528687957674265;5.0;gps;1354399119000
13.36966311559081;52.528687957674265;5.0;gps;1354399120000
13.36966311559081;52.528687957674265;5.0;gps;1354399121000
13.36966311559081;52.528687957674265;5.0;gps;1354399122000
13.36966311559081;52.528687957674265;5.0;gps;1354399123000
13.36966311559081;52.528687957674265;5.0;gps;1354399124000
13.36966311559081;52.528687957674265;5.0;gps;1354399125000
13.36966311559081;52.528687957674265;5.0;gps;1354399126000
13.36966311559081;52.528687957674265;5.0;gps;1354399127000
13.36966311559081;52.528687957674265;5.0;gps;1354399128000
13.36966311559081;52.528687957674265;5.0;gps;1354399129000
13.36966311559081;52.528687957674265;5.0;gps;1354399130000
13.36966311559081;52.528687957674265;5.0;gps;1354399131000
13.36966311559081;52.528687957674265;5.0;gps;1354399132000
13.36966311559081;52.528687957674265;5.0;gps;1354399133000
13.36966311559081;52.528687957674265;5.0;gps;1354399134000
13.36966311559081;52.528687957674265;5.0;gps;1354399135000
13.36966311559081;52.528687957674265;5.0;gps;1354399136000
13.36966311559081;52.528687957674265;5.0;gps;1354399137000
13.36966311559081;52.528687957674265;5.0;gps;1354399138000
13.36966311559081;52.528687957674265;5.0;gps;1354399139000
13.36966311559081;52.528687957674265;5.0;gps;1354399140000
13.36966311559081;52.528687957674265;5.0;gps;1354399141000
13.36966311559081;52.528687957674265;5.0;gps;1354399142000
13.369616763666272;52.528675301000476;5.0;gps;1354399143000
13.369604861363769;52.52867739647627;5.0;gps;1354399144000
13.369599329307675;52.52868368290365;5.0;gps;1354399145000
13.369592539966106;52.52869709394872;5.0;gps;1354399146000
13.36958633735776;52.52870690077543;5.0;gps;1354399147000
13.36958005093038;52.528716791421175;5.0;gps;1354399148000
13.369572507217526;52.528725801967084;5.0;gps;1354399149000
13.369566975161433;52.528733471408486;5.0;gps;1354399150000
13.369561191648245;52.52873305231333;5.0;gps;1354399151000
13.369551803916693;52.52873678226024;5.0;gps;1354399152000
13.369551887735724;52.52874281723052;5.0;gps;1354399153000
13.369550043717027;52.52874466124922;5.0;gps;1354399154000
13.369549876078963;52.52873942255974;5.0;gps;1354399155000
13.369552893564105;52.528733178041875;5.0;gps;1354399156000
13.369561526924372;52.52872835844755;5.0;gps;1354399157000
13.369573932141066;52.52872647251934;5.0;gps;1354399158000
13.369584241881967;52.52871695905924;5.0;gps;1354399159000
13.369587594643235;52.528704847209156;5.0;gps;1354399160000
13.36958977393806;52.528700195252895;5.0;gps;1354399161000
13.36959564127028;52.52868929877877;5.0;gps;1354399162000
13.36960393935442;52.52867856994271;5.0;gps;1354399163000
13.369621960446239;52.52866482362151;5.0;gps;1354399164000
13.369634449481964;52.52865665126592;5.0;gps;1354399165000
13.369645765051246;52.528647095896304;5.0;gps;1354399166000
13.369653560221195;52.52863833680749;5.0;gps;1354399167000
13.369668228551745;52.528626853600144;5.0;gps;1354399168000
13.36968063376844;52.52861780114472;5.0;gps;1354399169000
13.369695385918021;52.52860723994672;5.0;gps;1354399170000
13.369702007621527;52.528599235229194;5.0;gps;1354399171000
13.369709802791476;52.52858967985958;5.0;gps;1354399172000
13.369714915752411;52.52858184278011;5.0;gps;1354399173000
13.369720363989472;52.528575262986124;5.0;gps;1354399174000
13.369726818054914;52.52856906037778;5.0;gps;1354399175000
13.369730589911342;52.52856214530766;5.0;gps;1354399176000
13.369735199958086;52.52855271566659;5.0;gps;1354399177000
13.36974031291902;52.52854282502085;5.0;gps;1354399178000
13.369745844975114;52.528533856384456;5.0;gps;1354399179000
13.369746766984463;52.52852388191968;10.0;gps;1354399180000
13.369755148887634;52.52851499710232;10.0;gps;1354399181000
13.369760680943727;52.52850829157978;10.0;gps;1354399182000
13.369769901037216;52.52849898766726;10.0;gps;1354399183000
13.369780546054244;52.528488133102655;10.0;gps;1354399184000
13.36979596875608;52.5284753087908;10.0;gps;1354399185000
13.369819186627865;52.528462652117014;10.0;gps;1354399186000
13.369837123900652;52.5284496601671;10.0;gps;1354399187000
13.369847098365426;52.528438763692975;10.0;gps;1354399188000
13.369855312630534;52.52842929214239;10.0;gps;1354399189000
13.369856402277946;52.52841990441084;10.0;gps;1354399190000
13.369879620149732;52.528402847237885;10.0;gps;1354399191000
13.369911974295974;52.528374809771776;10.0;gps;1354399192000
13.369957907125354;52.52834442537278;10.0;gps;1354399193000
13.37002512998879;52.528317058458924;10.0;gps;1354399194000
13.369994703680277;52.52829987555742;10.0;gps;1354399195000
13.369988333433867;52.528281644918025;10.0;gps;1354399196000
13.369982382282615;52.528269491158426;10.0;gps;1354399197000
13.369978191331029;52.52825478091836;10.0;gps;1354399198000
13.369975928217173;52.52823990304023;15.0;gps;1354399199000
13.369980538263917;52.52822909038514;10.0;gps;1354399200000
13.369978358969092;52.52821806818247;10.0;gps;1354399201000
13.369982549920678;52.528206165879965;10.0;gps;1354399202000
13.36997869424522;52.52819824498147;10.0;gps;1354399203000
13.369987914338708;52.52818739041686;10.0;gps;1354399204000
13.369993027299643;52.52817548811436;10.0;gps;1354399205000
13.369979364797473;52.52817150671035;10.0;gps;1354399206000
13.369970731437206;52.528166812844574;10.0;gps;1354399207000
13.36997383274138;52.528157508932054;10.0;gps;1354399208000
13.369981544092298;52.52814824692905;10.0;gps;1354399209000
13.369988333433867;52.528136847540736;10.0;gps;1354399210000
13.369995458051562;52.5281259091571;10.0;gps;1354399211000
13.369995709508657;52.52811731770635;10.0;gps;1354399212000
13.36999730207026;52.52811027690768;10.0;gps;1354399213000
13.369991853833199;52.528108139522374;10.0;gps;1354399214000
